time,IMU1.loc_acc_x,IMU1.loc_acc_y,IMU1.loc_acc_z,IMU2.loc_acc_x,IMU2.loc_acc_y,IMU2.loc_acc_z,IMU1.gyro_x,IMU1.gyro_y,IMU1.gyro_z,IMU2.gyro_x,IMU2.gyro_y,IMU2.gyro_z,IMU1.quat_i,IMU1.quat_j,IMU1.quat_k,IMU1.quat_w,IMU2.quat_i,IMU2.quat_j,IMU2.quat_k,IMU2.quat_w,IMU1.roll_x,IMU1.pitch_y,IMU1.yaw_z,IMU2.roll_x,IMU2.pitch_y,IMU2.yaw_z,IMU1.localVelocity_x,IMU1.localVelocity_y,IMU1.localVelocity_z,IMU2.localVelocity_x,IMU2.localVelocity_y,IMU2.localVelocity_z,IMU1.globalVelocity_x,IMU1.globalVelocity_y,IMU1.globalVelocity_z,IMU2.globalVelocity_x,IMU2.globalVelocity_y,IMU2.globalVelocity_z,mcl_sync,label_sync
1677190345428000,1.297001,-0.952336,-1.432449,-1.655545,-2.735592,0.269374,1.260981,0.086769,0.215070,0.415092,-0.604420,-0.103839,0.901997,0.175299,0.103868,0.380962,0.005786,-0.731923,-0.067545,0.678187,2.331408,-0.053838,0.407094,2.161006,-1.444059,-2.248445,-0.018011,-0.145434,-0.022011,0.213467,-0.136419,-0.062490,-0.070728,0.261152,-0.676187,-0.124066,-0.080071,-0.868411,0,0
1677190345448000,-0.472677,-0.492307,-1.052264,-2.167347,-2.667258,2.077178,1.776183,0.288818,0.003750,0.216467,-0.406976,-0.245747,0.908580,0.178306,0.103016,0.363771,0.007724,-0.734017,-0.066616,0.675992,2.368126,-0.057503,0.411092,2.193305,-1.439173,-2.276697,-0.026305,-0.135190,-0.032839,0.141023,-0.175150,0.001735,-0.086002,0.273552,-0.666305,-0.164331,-0.124748,-0.921955,0,0
1677190345468000,-1.473713,0.766971,-0.398546,-0.543641,-0.086882,0.023789,2.019915,0.091669,-0.246023,0.457999,-0.505588,-0.400141,0.915188,0.183193,0.098661,0.345529,0.013437,-0.737733,-0.066009,0.671905,2.408357,-0.054015,0.415966,2.226787,-1.426448,-2.301262,-0.054626,-0.100793,-0.030455,0.100959,-0.162722,0.023760,-0.108775,0.252186,-0.649470,-0.162377,-0.125099,-0.934550,0,0
1677190345488000,-0.566676,1.910985,-0.059132,1.857035,1.304185,-0.453550,2.151364,-0.191656,-0.381567,0.392644,-0.578415,-0.393721,0.921727,0.188196,0.091419,0.326953,0.018929,-0.741908,-0.066179,0.667143,2.450337,-0.045480,0.419301,2.259254,-1.411960,-2.326227,-0.064810,-0.044555,-0.021141,0.108832,-0.122935,0.035110,-0.105986,0.217323,-0.622475,-0.154342,-0.104104,-0.895344,0,0
1677190345508000,0.850376,2.120859,0.619696,0.352374,1.440690,-0.200126,1.899352,-0.284859,-0.332027,0.140760,-0.391172,-0.264905,0.927168,0.191876,0.084585,0.310870,0.022041,-0.744610,-0.067479,0.663898,2.486702,-0.037561,0.420998,2.273349,-1.401571,-2.337784,-0.046654,0.014838,0.001896,0.086546,-0.080893,0.050407,-0.071690,0.182844,-0.603586,-0.148009,-0.076597,-0.885821,0,0
1677190345528000,1.510862,0.943195,0.193093,-1.543108,1.284450,0.783840,1.133004,-0.242590,-0.177720,-0.079045,-0.146303,-0.105295,0.930428,0.193478,0.080312,0.301109,0.022787,-0.745246,-0.069485,0.662951,2.508731,-0.032940,0.420933,2.267028,-1.397125,-2.333264,-0.015286,0.049634,0.016551,0.026298,-0.042459,0.084271,-0.034712,0.175520,-0.592304,-0.156751,-0.046024,-0.916124,0,0
1677190345547999,1.590503,-0.741396,-0.772644,-0.241035,0.915101,0.755160,0.355766,-0.251688,-0.075272,-0.064417,-0.195931,0.022374,0.931754,0.193498,0.077646,0.297672,0.022376,-0.746250,-0.070252,0.661754,2.517011,-0.029500,0.419144,2.277376,-1.394635,-2.345292,0.017681,0.049697,0.012044,-0.007951,-0.011905,0.116461,-0.011834,0.204067,-0.585265,-0.168401,-0.026068,-0.921738,0,0
1677190345567999,1.564982,-1.185797,-0.572860,1.091607,-0.269468,-0.534499,0.188044,-0.244609,0.004068,0.063932,-0.289320,0.118796,0.932754,0.192672,0.075608,0.295591,0.021579,-0.748380,-0.068886,0.659515,2.522225,-0.027146,0.416180,2.314694,-1.392588,-2.381807,0.050146,0.039835,0.011689,-0.015580,-0.005543,0.121775,0.008912,0.236920,-0.586620,-0.159300,-0.034791,-0.901276,0,0
1677190345587999,0.762537,-0.675685,0.317645,0.530114,-0.845270,-1.151411,0.794484,-0.083167,0.099048,0.072391,-0.198703,0.131076,0.935432,0.191982,0.073931,0.287904,0.020649,-0.750137,-0.067143,0.657726,2.538755,-0.027774,0.413580,2.349766,-1.391650,-2.415726,0.066572,0.039146,0.029303,-0.034465,-0.011204,0.113683,0.022686,0.246493,-0.596856,-0.137217,-0.054403,-0.891709,0,0
1677190345607999,-0.648058,0.387958,0.275059,0.563342,-1.008193,-0.912068,1.313803,0.066416,0.096578,0.139663,-0.132219,0.051699,0.939223,0.192315,0.072023,0.275562,0.020752,-0.751399,-0.065358,0.656460,2.564825,-0.029307,0.412729,2.374186,-1.390637,-2.437469,0.054801,0.058712,0.046227,-0.052703,-0.020636,0.109331,0.017152,0.229006,-0.595387,-0.120101,-0.076915,-0.882394,0,0
1677190345628000,-1.153443,1.624252,-1.150355,2.414459,-2.016116,0.772508,1.501420,0.182081,-0.031153,0.201134,-0.163456,-0.090783,0.942989,0.194304,0.070313,0.261384,0.022010,-0.752324,-0.063793,0.655514,2.594391,-0.031038,0.415225,2.387640,-1.388938,-2.446922,0.032939,0.101999,0.034806,-0.033931,-0.050745,0.137646,0.003888,0.201230,-0.557346,-0.142410,-0.121408,-0.843599,0,0
1677190345648000,-0.421333,1.568985,-1.625367,0.519572,-0.777328,0.865784,1.321542,0.229242,-0.226781,0.177564,0.015118,-0.140889,0.945721,0.198002,0.069141,0.248747,0.023968,-0.752015,-0.063108,0.655866,2.620418,-0.032277,0.421479,2.378798,-1.388426,-2.434330,0.025738,0.143191,0.014051,-0.053064,-0.056597,0.166826,0.001936,0.183557,-0.511607,-0.159915,-0.136897,-0.839237,0,0
1677190345668000,0.048882,0.144123,-1.126861,-0.854472,1.718727,-0.125283,0.973130,0.121211,-0.315748,0.035493,0.160178,-0.107733,0.947453,0.201961,0.067514,0.239234,0.025765,-0.751000,-0.064242,0.656850,2.640243,-0.031305,0.428157,2.352313,-1.387663,-2.406908,0.027963,0.154914,0.003432,-0.099682,-0.013051,0.175210,0.001290,0.187652,-0.488226,-0.151716,-0.100866,-0.852841,0,0
1677190345688000,0.481553,-1.235503,-0.380116,1.558921,2.062807,-0.108724,0.678218,-0.055501,-0.182042,-0.059204,0.014120,-0.046150,0.948905,0.203973,0.065256,0.232294,0.026253,-0.750802,-0.065582,0.656924,2.655184,-0.029085,0.430788,2.340204,-1.386124,-2.396013,0.038866,0.138094,0.007915,-0.098033,0.036852,0.182977,0.002080,0.211215,-0.490569,-0.150009,-0.064046,-0.818044,0,0
1677190345708000,0.504307,-1.433726,0.075031,1.915865,0.168105,0.264435,0.832896,-0.102087,-0.004275,-0.100539,-0.033577,-0.040491,0.951052,0.204274,0.062679,0.223808,0.025847,-0.750803,-0.066603,0.656837,2.673397,-0.027789,0.429876,2.336327,-1.385419,-2.394163,0.050249,0.116380,0.021669,-0.089242,0.048336,0.197291,0.003744,0.234632,-0.502362,-0.158399,-0.065190,-0.782231,0,0
1677190345728000,0.247778,-1.167206,-0.165956,1.025027,-0.617040,-0.692414,1.431077,0.033664,0.021839,-0.143528,0.144592,-0.021961,0.954346,0.205010,0.060096,0.209358,0.024943,-0.749922,-0.067510,0.657784,2.703495,-0.028867,0.429734,2.325224,-1.387269,-2.385626,0.056530,0.099093,0.030771,-0.098264,0.043592,0.191580,0.001555,0.253682,-0.506917,-0.146142,-0.080931,-0.763602,0,0
1677190345748000,-0.145929,-0.531750,-1.067422,1.037662,0.591984,-0.726817,2.074113,0.207888,-0.035130,-0.162843,0.161573,-0.006720,0.958409,0.207014,0.057546,0.188522,0.024174,-0.748907,-0.068870,0.658828,2.746168,-0.032258,0.432029,2.309256,-1.388731,-2.372677,0.054965,0.093636,0.022012,-0.107027,0.062504,0.184326,-0.006584,0.265040,-0.489223,-0.131868,-0.072892,-0.741426,0,0
1677190345768000,-0.307468,-0.515853,-1.667755,1.123777,0.637576,-0.013926,2.063841,0.283874,-0.010820,-0.260827,0.192522,0.061514,0.962021,0.208837,0.055687,0.167496,0.022269,-0.747411,-0.070539,0.660415,2.788717,-0.037194,0.434269,2.290635,-1.392019,-2.359119,0.050201,0.087648,0.001412,-0.114060,0.081805,0.190508,-0.019498,0.277671,-0.459549,-0.131692,-0.063157,-0.719173,0,0
1677190345787999,-0.261058,-0.002055,-1.122883,3.019692,-0.637564,0.822346,1.940569,0.295721,0.079183,-0.107905,0.152947,0.035160,0.965140,0.209636,0.054417,0.147817,0.021116,-0.746025,-0.070808,0.661990,2.828211,-0.043078,0.434685,2.277174,-1.395825,-2.347663,0.046397,0.091116,-0.008124,-0.083167,0.075082,0.212627,-0.025477,0.277811,-0.436258,-0.154173,-0.082081,-0.664901,0,0
1677190345807999,-0.316279,0.430834,-0.086430,1.463484,-0.284020,-0.761162,1.987943,0.275049,0.119201,0.052185,0.215681,-0.041067,0.967982,0.209953,0.052939,0.127989,0.021785,-0.744793,-0.070469,0.663390,2.867993,-0.048764,0.433999,2.260315,-1.397991,-2.329368,0.041522,0.102452,0.003232,-0.083390,0.074912,0.202322,-0.025576,0.264376,-0.430399,-0.140865,-0.092579,-0.636770,0,0
1677190345827999,-0.247298,0.068390,0.028923,-0.263304,0.696181,-0.904666,1.755748,0.255711,0.144870,-0.095406,0.355798,-0.053328,0.970260,0.209788,0.051780,0.110249,0.022062,-0.742633,-0.071702,0.665667,2.903453,-0.054248,0.432477,2.224021,-1.400461,-2.294425,0.038059,0.105784,0.017058,-0.118138,0.093829,0.188430,-0.026915,0.257388,-0.428731,-0.119368,-0.079580,-0.639804,0,0
1677190345847999,-0.331162,-0.084309,-1.004791,1.263589,0.583915,0.341097,1.412207,0.269660,0.225226,-0.352728,0.287970,-0.012102,0.972076,0.208626,0.051470,0.095615,0.020131,-0.740283,-0.074496,0.668034,2.932432,-0.060206,0.429249,2.185497,-1.403685,-2.262597,0.032953,0.105338,0.010368,-0.122338,0.109989,0.198770,-0.033887,0.255857,-0.407686,-0.125901,-0.070798,-0.615560,0,0
1677190345867999,-0.217401,-0.022697,-2.149698,3.706860,-0.862478,0.828852,1.297293,0.283386,0.213643,-0.233770,0.190956,-0.043743,0.973559,0.207479,0.051536,0.082023,0.018684,-0.738524,-0.076143,0.669835,2.959179,-0.066359,0.426120,2.158133,-1.406497,-2.239613,0.030156,0.105438,-0.019064,-0.077662,0.096711,0.218220,-0.041275,0.256827,-0.363704,-0.149051,-0.096062,-0.547936,0,0
1677190345888000,-0.337703,-0.177021,-1.928077,2.744479,-1.571788,0.097854,1.316702,0.177841,0.127647,0.056420,0.273857,-0.117239,0.974756,0.207055,0.050386,0.068473,0.019611,-0.736617,-0.075904,0.671932,2.986313,-0.069930,0.424156,2.127405,-1.408980,-2.207225,0.024987,0.101799,-0.043911,-0.052220,0.068742,0.222442,-0.051182,0.258009,-0.324556,-0.156402,-0.134207,-0.499900,0,0
1677190345908000,-0.522516,0.011490,-1.355264,1.186223,0.657068,-1.900061,1.273810,0.026889,0.123666,0.170744,0.426391,-0.093220,0.975810,0.206511,0.047781,0.055794,0.021932,-0.734365,-0.075288,0.674390,3.012356,-0.070264,0.421757,2.087009,-1.410592,-2.162661,0.016154,0.101315,-0.057153,-0.057931,0.084848,0.186132,-0.061237,0.252360,-0.296291,-0.117646,-0.127567,-0.473244,0,0
1677190345928000,-0.463800,0.382758,-1.029558,0.855410,3.781609,-2.189882,1.140984,-0.012820,0.133509,0.037551,0.412118,-0.023794,0.976668,0.205751,0.045130,0.044682,0.023713,-0.732137,-0.076117,0.676655,3.035336,-0.069823,0.419075,2.042221,-1.410622,-2.116528,0.008527,0.107680,-0.063737,-0.070242,0.162948,0.143490,-0.066321,0.239444,-0.273552,-0.068118,-0.058828,-0.443926,0,0
1677190345948000,-0.605791,0.119380,-0.873618,1.497706,1.106854,0.591847,0.949063,0.021592,0.140114,-0.302533,0.440642,0.022056,0.977336,0.204827,0.043128,0.035295,0.022095,-0.728670,-0.078388,0.680185,3.054657,-0.069899,0.416315,1.981850,-1.414410,-2.061667,-0.001908,0.108239,-0.067062,-0.069690,0.187060,0.155984,-0.075637,0.229685,-0.254680,-0.078177,-0.040257,-0.413506,0,0
1677190345968000,-0.411695,0.445651,-0.880268,1.641683,-0.672114,1.279926,0.833281,0.106340,0.069032,-0.518333,0.441011,0.067434,0.977692,0.204555,0.042294,0.027040,0.018133,-0.724821,-0.081369,0.684054,3.071211,-0.071701,0.415119,1.916311,-1.420202,-2.005963,-0.008432,0.114822,-0.070387,-0.066239,0.175104,0.181776,-0.078744,0.215259,-0.234986,-0.104553,-0.055767,-0.385893,0,0
1677190345988000,1.064357,0.504655,0.667363,1.456224,-1.170194,1.096570,0.763816,0.137696,0.018121,-0.309813,0.360363,0.040653,0.977822,0.204713,0.042727,0.019368,0.015576,-0.721726,-0.082872,0.687201,3.086062,-0.075702,0.414952,1.861956,-1.424791,-1.957358,0.014592,0.122125,-0.042631,-0.066473,0.152702,0.203475,-0.051561,0.210717,-0.243969,-0.127764,-0.080788,-0.362920,0,0
1677190346008000,0.777178,-0.239444,0.264378,1.399977,-0.046749,-0.314445,0.535756,0.097885,0.086648,-0.058692,0.243704,-0.017576,0.978038,0.204089,0.042987,0.013633,0.015428,-0.720064,-0.083292,0.688894,3.097249,-0.078601,0.413283,1.830113,-1.425938,-1.926323,0.031898,0.114124,-0.022813,-0.067805,0.152288,0.196562,-0.036289,0.217696,-0.246093,-0.120639,-0.086306,-0.336732,0,0
1677190346028000,-0.473145,-0.323153,-1.021384,2.133763,0.243722,-0.715851,0.460141,0.097478,0.074732,0.104728,0.088790,-0.100904,0.978214,0.203567,0.042724,0.008743,0.016942,-0.719705,-0.083184,0.689247,3.106992,-0.080112,0.411830,1.820712,-1.424314,-1.914628,0.024221,0.104066,-0.028596,-0.054429,0.157209,0.181266,-0.046771,0.216259,-0.224595,-0.105665,-0.088966,-0.294921,0,0
1677190346047999,-0.416195,-0.055633,-1.692869,3.242581,-0.874406,0.204999,0.563900,0.214550,0.071542,0.119745,0.015442,-0.197449,0.978310,0.203125,0.043441,0.002708,0.018850,-0.719586,-0.083332,0.689304,3.118574,-0.083996,0.410505,1.814744,-1.421562,-1.906174,0.017703,0.099017,-0.047700,-0.018839,0.139295,0.184065,-0.055223,0.209972,-0.189467,-0.112034,-0.115183,-0.235118,0,0
1677190346067999,0.050302,-0.225056,-1.493121,1.074136,-0.897676,0.179158,0.550730,0.261717,0.085454,0.092401,0.085421,-0.204740,0.978369,0.202525,0.044841,-0.003407,0.020702,-0.718969,-0.083735,0.689845,3.130056,-0.089240,0.408853,1.799591,-1.418914,-1.888976,0.020532,0.090277,-0.062710,-0.026574,0.120448,0.186061,-0.056159,0.210183,-0.157568,-0.115693,-0.135834,-0.218298,0,0
1677190346087999,0.184312,-0.165090,-0.850663,-0.046978,1.004239,-1.562262,0.552822,0.203478,0.051746,0.125999,0.161338,-0.127900,0.978344,0.202250,0.045751,-0.009396,0.022996,-0.718453,-0.083976,0.690281,3.141472,-0.093456,0.407813,1.786575,-1.415766,-1.873060,0.026056,0.082473,-0.064779,-0.056680,0.139177,0.152974,-0.053051,0.210465,-0.138172,-0.080381,-0.118873,-0.216742,0,0
1677190346107999,0.096387,0.063500,-0.164802,1.153266,1.575132,-1.706488,0.495259,0.099374,0.020963,0.192523,0.138364,-0.053060,0.978280,0.202258,0.045765,-0.014479,0.025264,-0.718134,-0.083301,0.690616,-3.131736,-0.095544,0.407378,1.779373,-1.413790,-1.861690,0.029831,0.079018,-0.053048,-0.062723,0.168864,0.116781,-0.048556,0.206330,-0.132610,-0.042420,-0.094421,-0.189603,0,0
1677190346128000,-0.152292,-0.283316,-0.204016,1.034063,0.900442,-0.925791,0.505441,0.040704,0.050740,0.055606,0.155581,0.020908,0.978282,0.201975,0.045013,-0.019700,0.025867,-0.717375,-0.082920,0.691427,-3.121145,-0.096177,0.406310,1.765978,-1.414018,-1.846900,0.028639,0.068441,-0.042028,-0.071080,0.184602,0.096013,-0.051415,0.206528,-0.126622,-0.020902,-0.081564,-0.167443,0,0
1677190346148000,-0.550022,-0.447696,-0.279534,1.311984,-0.017544,0.764403,0.530459,0.069034,0.086612,-0.027206,0.204120,0.045505,0.978319,0.201336,0.044268,-0.025280,0.025440,-0.715687,-0.082706,0.693216,-3.109816,-0.096948,0.404484,1.736578,-1.415999,-1.817800,0.019496,0.054432,-0.032454,-0.073802,0.181529,0.108889,-0.062954,0.206491,-0.119741,-0.034561,-0.084814,-0.143578,0,0
1677190346168000,-0.449589,-0.056322,0.011422,1.614312,-0.700362,0.753206,0.486451,0.145587,0.038805,-0.083188,0.166243,0.032847,0.978208,0.201127,0.044475,-0.030383,0.024463,-0.714226,-0.082764,0.694749,-3.099844,-0.099396,0.403584,1.710697,-1.418113,-1.793382,0.012359,0.048142,-0.017007,-0.070388,0.164352,0.121414,-0.069115,0.200461,-0.118718,-0.049154,-0.102405,-0.115735,0,0
1677190346188000,-0.261997,0.117790,0.304343,0.203232,-1.384517,1.018861,0.367034,0.123481,0.003555,-0.178683,0.131144,0.012966,0.978047,0.201217,0.044839,-0.034184,0.022726,-0.712811,-0.083456,0.696177,-3.092522,-0.101641,0.403404,1.684716,-1.420268,-1.770846,0.008968,0.045265,0.004341,-0.095094,0.133049,0.139151,-0.070030,0.193207,-0.123322,-0.069239,-0.128737,-0.117843,0,0
1677190346208000,-0.567528,0.268735,0.650722,0.041443,-1.485885,0.048598,0.253123,0.020850,0.029397,-0.110256,0.048568,-0.019406,0.978024,0.201037,0.044276,-0.036558,0.021601,-0.712372,-0.083828,0.696617,-3.087607,-0.101479,0.402814,1.676609,-1.421526,-1.764860,-0.000544,0.045374,0.032650,-0.122923,0.099277,0.137412,-0.074860,0.181455,-0.135602,-0.070103,-0.158284,-0.123090,0,0
1677190346228000,-0.799007,0.095784,0.544857,1.030687,-0.104303,-1.738492,0.238334,0.001078,0.034997,0.126941,-0.043866,-0.048711,0.978026,0.200793,0.043399,-0.038816,0.022732,-0.713334,-0.083124,0.695680,-3.082792,-0.100648,0.402115,1.694810,-1.420497,-1.780457,-0.014702,0.042027,0.058862,-0.130838,0.092702,0.099887,-0.085488,0.170936,-0.146061,-0.033575,-0.166664,-0.103992,0,0
1677190346248000,-0.276024,-0.181523,0.097833,0.724823,0.637391,-1.740497,0.253963,-0.001717,-0.015677,0.238351,-0.042354,-0.058067,0.977899,0.201047,0.042718,-0.041382,0.024962,-0.714375,-0.081944,0.694675,-3.077499,-0.100356,0.402407,1.714177,-1.418508,-1.794990,-0.018420,0.033174,0.076143,-0.144728,0.100527,0.062304,-0.089364,0.168744,-0.146248,0.004358,-0.159396,-0.088585,0,0
1677190346268000,0.411693,-0.447820,-0.507461,0.347321,0.451847,-0.223052,0.298150,-0.054965,-0.069318,0.130720,0.001616,-0.048113,0.977640,0.201865,0.041729,-0.044415,0.026357,-0.714528,-0.081476,0.694521,-3.071223,-0.099688,0.403825,1.716709,-1.417120,-1.794883,-0.008411,0.019070,0.081314,-0.166010,0.104212,0.055076,-0.083559,0.175548,-0.132656,0.012021,-0.152163,-0.081846,0,0
1677190346287999,0.485777,-0.263023,-0.667337,0.776204,0.319555,0.471377,0.347625,-0.119285,-0.062333,0.050981,0.006348,-0.030255,0.977389,0.202668,0.040046,-0.047716,0.026993,-0.714353,-0.081408,0.694685,-3.064141,-0.097777,0.405223,1.713227,-1.416406,-1.790404,0.003050,0.008769,0.083273,-0.178539,0.104827,0.061769,-0.075081,0.179151,-0.115992,0.005383,-0.147754,-0.067337,0,0
1677190346307999,0.293194,-0.165087,-0.427165,0.912075,0.812220,-0.332717,0.393540,-0.141245,-0.027810,0.075923,-0.005794,0.005089,0.977183,0.203160,0.037967,-0.051386,0.027698,-0.714550,-0.081038,0.694498,-3.056143,-0.095224,0.405990,1.716862,-1.415836,-1.792515,0.010623,0.000569,0.090007,-0.188158,0.114874,0.052434,-0.069019,0.179930,-0.104617,0.015412,-0.135324,-0.048267,0,0
1677190346327999,0.450466,-0.162460,-0.194343,0.560474,0.819921,-1.107536,0.400222,-0.134296,-0.026467,0.062834,0.003750,0.060961,0.976951,0.203638,0.036030,-0.055163,0.027953,-0.714947,-0.080362,0.694158,-3.047988,-0.093001,0.406738,1.724786,-1.416234,-1.799116,0.021299,-0.007405,0.101355,-0.204597,0.124658,0.027680,-0.059798,0.182418,-0.097566,0.041135,-0.122841,-0.035753,0,0
1677190346347999,0.172921,-0.236130,0.024386,0.604029,0.495929,-1.080966,0.346981,-0.156987,-0.029558,0.025111,0.022132,0.101135,0.976739,0.204131,0.033847,-0.058390,0.027562,-0.715190,-0.079561,0.694015,-3.040818,-0.090079,0.407605,1.730635,-1.417804,-1.804378,0.026378,-0.016648,0.117023,-0.219936,0.127550,0.003556,-0.056045,0.184601,-0.095210,0.065853,-0.116810,-0.023384,0,0
1677190346367999,0.016603,-0.196414,0.150950,-0.259293,-0.167429,-0.337187,0.246318,-0.157035,-0.036136,0.029625,0.035147,0.115083,0.976565,0.204651,0.031803,-0.060594,0.026923,-0.715128,-0.078470,0.694228,-3.035715,-0.087027,0.408628,1.731594,-1.420314,-1.804689,0.028278,-0.024863,0.135152,-0.252291,0.116767,-0.005574,-0.054746,0.185161,-0.095709,0.075441,-0.120165,-0.030448,0,0
1677190346388000,0.043333,-0.365728,0.265758,0.210928,0.174428,-0.268188,0.136826,-0.134163,-0.034160,0.038264,0.029554,0.105703,0.976442,0.205098,0.030209,-0.061864,0.026501,-0.715070,-0.077487,0.694414,-3.032621,-0.084471,0.409561,1.732328,-1.422356,-1.804621,0.030654,-0.036200,0.155495,-0.274972,0.112419,-0.013185,-0.054267,0.189322,-0.098062,0.083834,-0.118055,-0.027233,0,0
1677190346408000,0.077575,-0.123927,0.371118,-0.035568,-0.534879,-0.065646,0.074804,-0.133415,-0.039477,-0.039705,0.021937,0.094874,0.976347,0.205585,0.028801,-0.062410,0.025368,-0.714942,-0.076903,0.694654,-3.031024,-0.081993,0.410626,1.731719,-1.424876,-1.804784,0.033653,-0.042411,0.177847,-0.302291,0.093488,-0.016589,-0.051166,0.189650,-0.102974,0.087389,-0.128939,-0.031055,0,0
1677190346428000,0.351129,-0.291324,0.652884,-0.306838,-0.117470,-0.177464,0.115523,-0.084938,-0.041868,-0.123739,-0.010897,0.061275,0.976192,0.206079,0.027924,-0.063599,0.024033,-0.715006,-0.077325,0.694588,-3.028377,-0.080819,0.411616,1.733443,-1.426120,-1.808996,0.042053,-0.051652,0.205723,-0.334724,0.082514,-0.022055,-0.044289,0.195979,-0.112646,0.093970,-0.130999,-0.038976,0,0
1677190346448000,0.076619,-0.170974,-0.103893,-0.240359,-0.635758,0.291578,0.133352,-0.009007,-0.027136,-0.112388,-0.058875,0.007318,0.976046,0.206383,0.027592,-0.064973,0.022929,-0.715235,-0.077878,0.694328,-3.025568,-0.080769,0.412162,1.737973,-1.426755,-1.815873,0.044890,-0.058144,0.218337,-0.365492,0.060790,-0.017949,-0.041884,0.195879,-0.108039,0.090403,-0.142753,-0.047286,0,0
1677190346468000,-0.341931,0.077011,-0.622753,-0.361709,0.010567,0.308264,0.130373,-0.023087,-0.059665,-0.013434,-0.092176,-0.028114,0.975857,0.207010,0.026962,-0.066083,0.022987,-0.715751,-0.078229,0.693755,-3.023182,-0.080067,0.413416,1.747259,-1.425858,-1.825575,0.039278,-0.059310,0.220433,-0.398332,0.051615,-0.013302,-0.045365,0.186482,-0.094411,0.087601,-0.141382,-0.056160,0,0
1677190346488000,-0.397079,-0.150181,-0.541807,0.195340,0.190115,0.331707,0.057549,-0.017932,-0.017811,0.101375,-0.138728,-0.061207,0.975795,0.207198,0.026458,-0.066605,0.024077,-0.716668,-0.078034,0.692793,-3.021969,-0.079320,0.413806,1.763835,-1.424014,-1.840332,0.032478,-0.064631,0.223992,-0.419653,0.045661,-0.007964,-0.051656,0.180977,-0.081935,0.084206,-0.138030,-0.053520,0,0
1677190346508000,-0.347721,-0.081577,-0.582684,0.789656,1.890521,-1.284511,-0.012572,0.005699,0.025028,0.064380,-0.156588,-0.099145,0.975863,0.206937,0.026335,-0.066466,0.025687,-0.718164,-0.078824,0.691094,-3.022171,-0.078991,0.413293,1.788116,-1.419577,-1.863461,0.026578,-0.068169,0.226563,-0.428688,0.073354,-0.034714,-0.056509,0.174521,-0.068737,0.114956,-0.105409,-0.033040,0,0
1677190346528000,-0.134877,0.034861,-1.193052,-0.734415,-1.399274,-0.289273,-0.072573,-0.027592,0.004484,-0.134443,-0.117811,-0.107128,0.975937,0.206892,0.026126,-0.065595,0.024948,-0.718993,-0.080040,0.690118,-3.023796,-0.078217,0.413283,1.801659,-1.418248,-1.879780,0.024842,-0.068949,0.216742,-0.467782,0.034900,-0.041309,-0.056822,0.165991,-0.043392,0.122458,-0.131698,-0.053122,0,0
1677190346547999,0.085732,-0.131637,-1.748032,1.843691,-1.402974,-0.266820,-0.145485,-0.061571,-0.003933,-0.052999,-0.113602,-0.092333,0.976043,0.206933,0.025811,-0.063997,0.024659,-0.719799,-0.080565,0.689227,-3.026813,-0.076948,0.413512,1.815419,-1.417261,-1.894697,0.027421,-0.072610,0.195622,-0.454871,-0.003970,-0.047192,-0.054734,0.160821,-0.006322,0.127020,-0.165587,-0.022283,0,0
1677190346567999,0.236271,-0.302014,-2.488941,2.666456,0.315658,-1.498242,-0.282728,-0.052285,-0.000838,0.183853,-0.122796,-0.099797,0.976232,0.206902,0.025903,-0.061115,0.026540,-0.721162,-0.079892,0.687810,-3.032509,-0.075937,0.413649,1.838112,-1.414454,-1.913774,0.032909,-0.079213,0.159471,-0.425040,-0.008799,-0.077428,-0.051711,0.158222,0.046038,0.157709,-0.170016,0.030996,0,0
1677190346587999,0.077761,-0.287007,-2.546869,2.296687,-1.625600,-0.667445,-0.398550,-0.043407,0.012736,0.209187,-0.051210,-0.101101,0.976509,0.206699,0.026251,-0.057099,0.028111,-0.721847,-0.078490,0.687190,-3.040523,-0.074944,0.413490,1.850870,-1.413655,-1.922313,0.035123,-0.085034,0.121934,-0.402119,-0.052771,-0.090762,-0.051613,0.154333,0.099269,0.169557,-0.210293,0.070414,0,0
1677190346607999,-0.399433,0.053278,-2.573109,3.447757,-1.797924,3.863352,-0.460239,-0.050115,0.037706,0.408215,0.145138,-0.062990,0.976870,0.206233,0.026486,-0.052300,0.030857,-0.720138,-0.075446,0.689203,-3.050006,-0.073384,0.412856,1.823872,-1.415635,-1.887100,0.027685,-0.083555,0.083631,-0.355671,-0.100495,-0.013183,-0.057617,0.140859,0.151691,0.090296,-0.251308,0.128510,0,0
1677190346628000,-0.849983,0.633181,-3.079384,5.457638,1.280647,-0.809219,-0.559788,-0.073109,-0.002395,0.217618,0.312001,-0.052333,0.977193,0.206145,0.026592,-0.046201,0.033075,-0.718248,-0.074234,0.691201,-3.062016,-0.071080,0.413083,1.790038,-1.415702,-1.848403,0.011124,-0.069969,0.034947,-0.268500,-0.086939,-0.028749,-0.067633,0.112801,0.212710,0.106489,-0.243820,0.239199,0,0
