time,IMU1.loc_acc_x,IMU1.loc_acc_y,IMU1.loc_acc_z,IMU2.loc_acc_x,IMU2.loc_acc_y,IMU2.loc_acc_z,IMU1.gyro_x,IMU1.gyro_y,IMU1.gyro_z,IMU2.gyro_x,IMU2.gyro_y,IMU2.gyro_z,IMU1.quat_i,IMU1.quat_j,IMU1.quat_k,IMU1.quat_w,IMU2.quat_i,IMU2.quat_j,IMU2.quat_k,IMU2.quat_w,IMU1.roll_x,IMU1.pitch_y,IMU1.yaw_z,IMU2.roll_x,IMU2.pitch_y,IMU2.yaw_z,IMU1.localVelocity_x,IMU1.localVelocity_y,IMU1.localVelocity_z,IMU2.localVelocity_x,IMU2.localVelocity_y,IMU2.localVelocity_z,IMU1.globalVelocity_x,IMU1.globalVelocity_y,IMU1.globalVelocity_z,IMU2.globalVelocity_x,IMU2.globalVelocity_y,IMU2.globalVelocity_z,mcl_sync,label_sync
1677190298327999,0.077408,-0.077486,0.834464,-0.105825,0.037120,-0.013475,-0.370474,-0.021415,0.010677,0.025320,0.023105,-0.087588,0.637904,0.123158,0.148807,0.745661,-0.064540,0.894709,0.179685,0.404089,1.414366,-0.006180,0.388765,2.725350,0.842452,3.096957,-0.008504,0.010674,0.026561,0.001303,0.014961,0.011629,-0.001757,-0.009961,0.017453,-0.044902,-0.010407,0.000630,0,0
1677190298347999,-0.010120,0.314839,0.390631,-0.103981,0.032060,-0.189848,-0.270819,-0.036691,0.001604,0.045697,0.021287,-0.096840,0.635793,0.122447,0.148939,0.747552,-0.065267,0.894833,0.178844,0.404068,1.408567,-0.006318,0.388048,2.728545,0.842776,3.099953,-0.008891,0.016948,0.034820,0.000195,0.014826,0.009725,0.000801,-0.017620,0.025688,-0.045318,-0.011461,0.002494,0,0
1677190298367999,-0.015707,0.009875,-0.080328,-0.278237,-0.001737,-0.077766,-0.225375,0.013229,0.000021,0.041744,0.019294,-0.096255,0.634100,0.122219,0.149291,0.748956,-0.066018,0.894901,0.178039,0.404153,1.404095,-0.006258,0.388308,2.731610,0.843330,3.102895,-0.009410,0.017108,0.033642,-0.004321,0.014042,0.010068,0.000158,-0.017614,0.026368,-0.041692,-0.012371,0.005409,0,0
1677190298388000,0.036916,-0.030163,-0.323734,-0.285427,0.091587,-0.169858,-0.333727,0.105144,0.014871,0.028819,0.004948,-0.086976,0.631558,0.122417,0.150472,0.750833,-0.066694,0.894904,0.177424,0.404306,1.397666,-0.006233,0.390430,2.734023,0.843984,3.105353,-0.008897,0.016454,0.027581,-0.008904,0.015153,0.008574,-0.001276,-0.012902,0.025414,-0.039769,-0.012209,0.010044,0,0
1677190298408000,0.229199,-0.222975,-0.162090,-0.256625,0.063523,-0.242107,-0.439575,0.105572,0.025515,0.011585,-0.009537,-0.071926,0.628155,0.122297,0.151942,0.753407,-0.067283,0.894844,0.177014,0.404521,1.388898,-0.006608,0.392600,2.735727,0.844721,3.107281,-0.004556,0.011934,0.024742,-0.012835,0.015732,0.005639,0.002341,-0.010313,0.021219,-0.039114,-0.013063,0.014978,0,0
1677190298428000,0.211974,0.055066,-0.167148,-0.236932,0.057970,-0.184227,-0.298814,-0.021305,0.015013,-0.007155,-0.024175,-0.049496,0.626013,0.121513,0.152348,0.755233,-0.067718,0.894698,0.176883,0.404829,1.383042,-0.007203,0.392236,2.736430,0.845578,3.108390,-0.000577,0.012966,0.021794,-0.016299,0.016231,0.003863,0.005186,-0.006848,0.022452,-0.037903,-0.013560,0.018877,0,0
1677190298448000,0.007160,0.346081,-0.007086,-0.182360,0.175009,-0.150543,-0.062115,-0.046392,-0.008595,0.004928,-0.038749,-0.044977,0.625627,0.121124,0.152066,0.755672,-0.068011,0.894514,0.176727,0.405252,1.381866,-0.007213,0.391292,2.736970,0.846622,3.109067,-0.000711,0.019811,0.022045,-0.018599,0.019103,0.002761,0.004990,-0.006860,0.029966,-0.037587,-0.011590,0.022154,0,0
1677190298468000,-0.016650,0.328252,0.292562,-0.003876,-0.037653,-0.165726,-0.081980,0.064096,-0.012554,0.019013,-0.036133,-0.046215,0.624802,0.121554,0.152479,0.756202,-0.068296,0.894399,0.176350,0.405624,1.379978,-0.006700,0.392505,2.738154,0.847558,3.110043,-0.001334,0.026294,0.028288,-0.017257,0.017753,0.001355,0.006623,-0.012545,0.038259,-0.038740,-0.013584,0.021827,0,0
1677190298488000,0.158556,0.204689,0.167070,-0.047995,-0.027053,-0.089067,-0.271723,0.197178,0.013875,0.003731,-0.025711,-0.040127,0.622403,0.122472,0.154204,0.757681,-0.068606,0.894282,0.176143,0.405917,1.374338,-0.006365,0.396431,2.738935,0.848332,3.110928,0.001534,0.030303,0.032026,-0.016728,0.016648,0.001479,0.010746,-0.015001,0.043683,-0.038309,-0.014812,0.021278,0,0
1677190298508000,0.169223,-0.938610,-0.067653,-0.018459,-0.176787,-0.103918,-0.544468,0.220915,0.030882,-0.012323,-0.014025,-0.036140,0.617881,0.123018,0.156554,0.760805,-0.068997,0.894199,0.176022,0.406087,1.363165,-0.006279,0.400887,2.739638,0.848871,3.112007,0.004604,0.011444,0.031076,-0.015540,0.012582,0.001303,0.015235,-0.017369,0.025790,-0.037697,-0.018901,0.019686,0,0
1677190298528000,0.226805,-0.002473,-0.668709,-0.080853,0.031938,-0.182828,-0.441416,0.092077,0.033626,-0.026115,0.002259,-0.034495,0.614658,0.122772,0.157957,0.763161,-0.069417,0.894159,0.176098,0.406071,1.354915,-0.006790,0.402827,2.739924,0.849019,3.113044,0.008816,0.011309,0.018115,-0.015534,0.012724,-0.000458,0.014583,-0.004963,0.023634,-0.038497,-0.019706,0.021066,0,0
1677190298547999,-0.073171,0.245297,-0.007243,-0.061370,0.030358,-0.032356,-0.239816,-0.005911,0.024804,-0.012704,0.020676,-0.047146,0.612866,0.122223,0.158382,0.764602,-0.069925,0.894185,0.176010,0.405965,1.350131,-0.007230,0.402818,2.740824,0.849016,3.114590,0.007021,0.016130,0.018398,-0.015073,0.012869,0.000784,0.013002,-0.005821,0.029105,-0.037453,-0.019396,0.020308,0,0
1677190298567999,-0.029528,0.406081,0.614204,0.047637,-0.098844,-0.081019,-0.258154,0.032716,0.018284,0.014279,0.026944,-0.066958,0.610648,0.121921,0.159062,0.766281,-0.070536,0.894297,0.175532,0.405818,1.344415,-0.007410,0.403542,2.742958,0.848981,3.116931,0.006092,0.024171,0.031126,-0.012371,0.010464,0.001043,0.016644,-0.016806,0.040498,-0.037856,-0.021791,0.017839,0,0
1677190298587999,0.190146,0.098669,0.608693,0.098199,-0.051357,-0.164569,-0.370566,0.129215,0.043461,-0.000330,0.017267,-0.069158,0.607417,0.121932,0.160735,0.768496,-0.071195,0.894363,0.175194,0.405705,1.336336,-0.007858,0.406263,2.744740,0.849032,3.119204,0.009552,0.026068,0.043763,-0.008597,0.009043,-0.000379,0.024877,-0.027167,0.045998,-0.040368,-0.023893,0.015870,0,0
1677190298607999,0.177693,-1.102937,-0.425965,0.104549,-0.007876,-0.209744,-0.396909,0.169403,0.045655,-0.025130,0.000594,-0.063947,0.604198,0.122240,0.162657,0.770577,-0.071870,0.894327,0.175126,0.405694,1.328462,-0.008164,0.409771,2.745728,0.849302,3.121105,0.012759,0.003939,0.035730,-0.004637,0.008526,-0.002716,0.027407,-0.024345,0.023287,-0.043848,-0.025507,0.014573,0,0
1677190298628000,0.019889,0.302741,-1.908869,0.018526,-0.067109,-0.136615,-0.128205,0.094443,0.026803,-0.011669,-0.008260,-0.072828,0.603844,0.122743,0.163472,0.770602,-0.072572,0.894249,0.174888,0.405845,1.327836,-0.008253,0.411718,2.747140,0.849934,3.123185,0.012809,0.009931,-0.001937,-0.002343,0.006858,-0.003605,0.012667,0.009723,0.020688,-0.044863,-0.027684,0.013369,0,0
1677190298648000,0.034105,-0.139776,-0.403973,-0.011650,-0.110023,-0.157863,-0.108680,0.058528,0.036732,0.023983,-0.011892,-0.091748,0.603096,0.122806,0.164232,0.771016,-0.073305,0.894204,0.174232,0.406093,1.326007,-0.008725,0.413029,2.749719,0.850794,3.125821,0.013142,0.007081,-0.009478,-0.000599,0.004366,-0.004933,0.010738,0.015172,0.016734,-0.045561,-0.030803,0.012660,0,0
1677190298668000,0.152402,0.140007,0.789509,-0.151043,-0.007777,-0.250305,-0.185003,0.098088,0.030614,0.029706,-0.022656,-0.089866,0.601261,0.122955,0.165381,0.772178,-0.073967,0.894121,0.173567,0.406441,1.321524,-0.008989,0.415088,2.752190,0.851837,3.128214,0.015843,0.009837,0.006881,-0.001591,0.003953,-0.008128,0.019646,0.001606,0.024083,-0.046295,-0.032713,0.015684,0,0
1677190298688000,-0.175974,0.416063,0.657547,-0.160979,0.104969,-0.316894,-0.191778,0.045584,0.017276,0.012484,-0.044931,-0.070905,0.599496,0.122908,0.166007,0.773423,-0.074467,0.893936,0.173192,0.406915,1.317123,-0.008921,0.416062,2.753599,0.853076,3.129725,0.011980,0.018124,0.020632,-0.002733,0.005827,-0.012672,0.020917,-0.010992,0.036115,-0.048475,-0.033001,0.020226,0,0
1677190298708000,-0.198438,-0.384141,0.508723,-0.249012,0.079425,-0.201648,-0.345279,-0.002413,0.041355,0.003060,-0.072045,-0.057165,0.596592,0.122089,0.166722,0.775642,-0.074844,0.893603,0.172982,0.407668,1.309523,-0.009535,0.416232,2.754260,0.854862,3.130514,0.007671,0.010419,0.031441,-0.005590,0.007223,-0.014931,0.022391,-0.024789,0.031990,-0.047768,-0.032904,0.024558,0,0
1677190298728000,-0.135926,-0.541083,-0.827783,-0.241067,-0.121589,-0.196082,-0.202738,0.061553,0.043529,0.002973,-0.102130,-0.047133,0.595225,0.122078,0.167588,0.776506,-0.075121,0.893156,0.172752,0.408691,1.306144,-0.009917,0.417641,2.754724,0.857188,3.130886,0.004617,-0.000413,0.015555,-0.008244,0.004631,-0.017100,0.014997,-0.015223,0.017886,-0.046014,-0.036480,0.027704,0,0
1677190298748000,-0.007733,0.186868,-0.702744,-0.080841,-0.004364,-0.059761,0.010027,0.132009,-0.013393,0.011514,-0.122384,-0.040864,0.595355,0.123267,0.168203,0.776085,-0.075236,0.892639,0.172560,0.409879,1.307071,-0.008951,0.420112,2.754803,0.859803,3.130662,0.004135,0.003328,0.002207,-0.007651,0.004414,-0.016565,0.009215,-0.003416,0.018524,-0.045108,-0.036829,0.027350,0,0
1677190298768000,0.079981,-0.054668,0.222671,-0.148013,0.052621,-0.039227,-0.119395,0.099054,-0.059999,0.037873,-0.132599,-0.038347,0.594091,0.124145,0.168511,0.776847,-0.075195,0.892112,0.172175,0.411195,1.304409,-0.007338,0.421712,2.755175,0.862632,3.130181,0.005415,0.002251,0.007406,-0.008363,0.005367,-0.015643,0.012840,-0.008355,0.019350,-0.043375,-0.035960,0.028044,0,0
1677190298787999,0.096791,0.200421,0.324255,-0.067575,-0.015806,0.017498,-0.221453,0.020816,-0.057065,0.069005,-0.128230,-0.035687,0.592152,0.124215,0.168510,0.778315,-0.075020,0.891658,0.171499,0.412491,1.299675,-0.006210,0.421813,2.756222,0.865367,3.129730,0.007040,0.006290,0.014676,-0.007429,0.004980,-0.013611,0.016983,-0.013710,0.025655,-0.041529,-0.035916,0.026495,0,0
1677190298807999,0.038564,0.120863,0.083908,-0.057217,-0.008397,-0.086275,-0.305791,0.037348,-0.050522,0.082828,-0.120412,-0.027276,0.589602,0.124269,0.168732,0.780192,-0.074725,0.891286,0.170716,0.413672,1.293446,-0.005062,0.422259,2.757485,0.867809,3.129172,0.007510,0.008753,0.017181,-0.006254,0.004771,-0.013680,0.018357,-0.015682,0.029134,-0.041356,-0.036476,0.026067,0,0
1677190298827999,-0.047326,-0.008448,0.019913,-0.197306,-0.117095,-0.282590,-0.440482,0.071109,-0.055377,0.063609,-0.111082,-0.012647,0.585922,0.124422,0.169253,0.782823,-0.074429,0.890948,0.170083,0.414714,1.284521,-0.003538,0.423317,2.758389,0.869947,3.128505,0.006275,0.008645,0.018446,-0.007848,0.002415,-0.017702,0.017965,-0.017879,0.029769,-0.041605,-0.040498,0.029598,0,0
1677190298847999,0.044649,0.063664,0.113226,-0.283123,-0.074063,-0.221943,-0.455910,0.036301,-0.030624,0.034785,-0.093467,0.002509,0.582178,0.124082,0.169814,0.785544,-0.074140,0.890621,0.169784,0.415589,1.275217,-0.002780,0.423838,2.758433,0.871726,3.127527,0.006890,0.009994,0.021621,-0.011129,0.000946,-0.020540,0.019809,-0.020569,0.032336,-0.040150,-0.043273,0.033921,0,0
1677190298867999,0.069502,0.012324,-0.021493,-0.275096,0.061330,-0.103911,-0.420035,0.027674,-0.010750,0.029159,-0.078087,0.002495,0.578795,0.123616,0.170434,0.787979,-0.073868,0.890325,0.169596,0.416347,1.266754,-0.002479,0.424303,2.758236,0.873256,3.126524,0.008016,0.010331,0.022144,-0.014222,0.002211,-0.021045,0.021174,-0.020976,0.033128,-0.037877,-0.042651,0.037361,0,0
1677190298888000,0.076800,-0.147992,-0.117744,-0.193759,-0.063401,-0.109613,-0.394994,0.039452,-0.035276,0.020313,-0.066264,0.003574,0.575570,0.123428,0.170893,0.790269,-0.073667,0.890079,0.169432,0.416976,1.258843,-0.001639,0.424842,2.758126,0.874537,3.125767,0.009302,0.007478,0.020784,-0.015663,0.001005,-0.021693,0.022328,-0.020549,0.030271,-0.036075,-0.044363,0.039019,0,0
1677190298908000,0.121369,-0.095760,-0.186700,-0.001136,-0.034650,-0.052051,-0.276626,0.029901,-0.059016,-0.001511,-0.057780,0.005043,0.573306,0.123494,0.170966,0.791886,-0.073539,0.889847,0.169488,0.417471,1.253408,-0.000445,0.425045,2.757542,0.875554,3.125005,0.011493,0.005685,0.018089,-0.013229,0.000397,-0.021220,0.023625,-0.018286,0.027965,-0.036095,-0.045066,0.037170,0,0
1677190298928000,-0.078211,0.005610,-0.363816,0.056711,-0.078803,-0.055519,-0.136747,0.042216,-0.056453,-0.014819,-0.050322,-0.004505,0.572205,0.123984,0.170881,0.792624,-0.073571,0.889625,0.169599,0.417891,1.251006,0.000987,0.425492,2.757039,0.876476,3.124657,0.009708,0.005935,0.011895,-0.009617,-0.001071,-0.020846,0.019635,-0.014035,0.026460,-0.036683,-0.046588,0.034255,0,0
1677190298948000,-0.047129,-0.057929,-0.441151,0.050891,-0.180457,-0.075419,-0.079845,0.089559,-0.036221,-0.022898,-0.045981,-0.010765,0.571528,0.124824,0.171163,0.792919,-0.073723,0.889409,0.169704,0.418282,1.249816,0.002302,0.426965,2.756716,0.877384,3.124668,0.008560,0.004929,0.004197,-0.006102,-0.004552,-0.020901,0.015757,-0.008569,0.023251,-0.036945,-0.050132,0.031172,0,0
1677190298968000,-0.008982,-0.206687,-0.280816,-0.034583,-0.107135,0.021634,-0.064322,0.107473,-0.014977,-0.038671,-0.042221,-0.004409,0.570893,0.125677,0.171720,0.793122,-0.073878,0.889155,0.170019,0.418667,1.248736,0.003287,0.428910,2.755796,0.878279,3.124404,0.008190,0.000963,-0.000252,-0.004280,-0.006547,-0.019045,0.014210,-0.006428,0.018223,-0.035136,-0.051607,0.028600,0,0
1677190298988000,0.082117,-0.135257,0.057141,-0.144674,-0.128995,0.362894,-0.034600,0.093111,-0.008712,-0.040042,-0.043348,0.001185,0.570411,0.126366,0.172255,0.793243,-0.073992,0.888818,0.170405,0.419206,1.247942,0.003965,0.430621,2.754534,0.879488,3.123826,0.009659,-0.001560,0.002100,-0.004646,-0.008960,-0.010396,0.016811,-0.008943,0.016683,-0.026909,-0.051007,0.023584,0,0
1677190299008000,0.155819,-0.075117,0.250918,-0.165374,-0.033743,-0.069168,0.004267,0.063365,-0.006644,-0.024932,-0.055517,0.000537,0.570235,0.126829,0.172619,0.793217,-0.074015,0.888531,0.170643,0.419712,1.247763,0.004339,0.431780,2.753597,0.880589,3.123214,0.012618,-0.002865,0.008369,-0.005412,-0.009451,-0.010419,0.022140,-0.013828,0.017506,-0.025181,-0.051775,0.024446,0,0
1677190299028000,0.014530,-0.111553,-0.190264,-0.214518,0.088995,-0.023005,0.002697,0.001244,0.006433,-0.013142,-0.066129,0.011089,0.570324,0.126814,0.172669,0.793144,-0.073851,0.888210,0.170887,0.420321,1.247970,0.004209,0.431845,2.752351,0.881836,3.122006,0.012768,-0.004884,0.005855,-0.007150,-0.007470,-0.009549,0.021485,-0.012514,0.014846,-0.022860,-0.049921,0.026111,0,0
1677190299047999,-0.034382,-0.190180,-0.836238,-0.124621,-0.014987,0.166842,-0.000692,-0.023302,0.028901,0.005373,-0.064791,0.020997,0.570705,0.126545,0.172708,0.792904,-0.073539,0.887911,0.170990,0.420965,1.248744,0.003544,0.431589,2.751298,0.883096,3.120551,0.011956,-0.008463,-0.009539,-0.007081,-0.007554,-0.004913,0.015011,-0.000937,0.006606,-0.018390,-0.048578,0.023654,0,0
1677190299067999,-0.047663,-0.267461,-0.727567,-0.074169,-0.023011,0.031684,-0.013781,0.008458,0.040378,0.022100,-0.056037,0.020132,0.570887,0.126433,0.173041,0.792719,-0.073181,0.887710,0.170913,0.421483,1.249122,0.002878,0.432008,2.750777,0.884067,3.119299,0.010894,-0.013573,-0.022720,-0.005994,-0.007785,-0.003011,0.009360,0.008212,-0.002409,-0.016488,-0.048344,0.021963,0,0
1677190299087999,-0.071044,-0.338956,-0.413731,-0.006802,-0.082623,0.025068,-0.020485,0.044246,0.017358,0.006827,-0.039005,0.020341,0.570783,0.126706,0.173416,0.792668,-0.072923,0.887566,0.170936,0.421820,1.249019,0.002906,0.432958,2.750194,0.884687,3.118316,0.009382,-0.020101,-0.029588,-0.003555,-0.009194,-0.001271,0.005966,0.011341,-0.010796,-0.015229,-0.049234,0.019016,0,0
1677190299107999,-0.080845,-0.134777,0.274305,-0.014037,-0.115920,-0.057490,0.025462,0.048463,-0.020122,-0.019741,-0.022360,0.014859,0.570745,0.127258,0.173494,0.792590,-0.072863,0.887460,0.171133,0.421975,1.249223,0.003685,0.433750,2.749456,0.884992,3.117768,0.007689,-0.022533,-0.022658,-0.001256,-0.011257,-0.001212,0.007354,0.003721,-0.010956,-0.014909,-0.051333,0.016982,0,0
1677190299128000,-0.168562,0.380822,0.496140,-0.029603,-0.122368,-0.074126,0.084704,0.026820,-0.033832,-0.033901,-0.006892,-0.004237,0.571183,0.127850,0.173242,0.792234,-0.073062,0.887381,0.171359,0.422013,1.250592,0.004668,0.434044,2.749032,0.885156,3.117981,0.004257,-0.014641,-0.011257,0.000736,-0.013437,-0.001515,0.007604,-0.005490,0.000068,-0.014614,-0.053663,0.015346,0,0
1677190299148000,-0.129076,0.110916,0.149781,-0.138719,-0.052101,-0.042945,0.081500,0.018148,-0.041014,-0.032208,0.000118,-0.021666,0.571695,0.128416,0.172883,0.791851,-0.073411,0.887301,0.171521,0.422056,1.252130,0.005700,0.434131,2.748981,0.885395,3.118693,0.001630,-0.012136,-0.006749,0.000547,-0.014202,-0.001222,0.006497,-0.009965,0.003781,-0.012889,-0.054472,0.015372,0,0
1677190299168000,-0.088795,0.162359,-0.449056,-0.112706,-0.043080,-0.083488,0.023041,0.018773,-0.056803,-0.034042,-0.009803,-0.024874,0.571959,0.129014,0.172450,0.791658,-0.073776,0.887183,0.171692,0.422170,1.253086,0.007000,0.434134,2.748884,0.885795,3.119388,-0.000177,-0.008592,-0.014186,0.000878,-0.014777,-0.001768,0.001190,-0.003500,0.004721,-0.012149,-0.055388,0.015508,0,0
1677190299188000,-0.080856,-0.195715,-0.582198,-0.165162,0.063029,-0.077311,-0.055577,-0.021939,-0.054982,-0.036081,-0.019078,-0.024643,0.571681,0.129143,0.171901,0.791957,-0.074111,0.887012,0.171934,0.422373,1.252483,0.008006,0.433377,2.748492,0.886373,3.119839,-0.001811,-0.012199,-0.024256,0.000160,-0.013221,-0.002217,-0.004141,0.003269,-0.001982,-0.011261,-0.054284,0.016896,0,0
1677190299208000,0.012796,-0.301731,-0.116312,-0.202033,-0.011088,-0.097932,-0.054278,-0.025882,-0.045282,-0.027924,-0.028001,-0.024846,0.571239,0.129103,0.171465,0.792377,-0.074417,0.886817,0.172074,0.422671,1.251397,0.008700,0.432601,2.748306,0.887150,3.120282,-0.001558,-0.017917,-0.024978,-0.001297,-0.013139,-0.003104,-0.003772,0.002184,-0.007797,-0.009817,-0.054704,0.018732,0,0
1677190299228000,0.046983,-0.088691,0.263769,-0.153133,-0.034284,-0.025075,0.061628,0.028134,-0.065478,-0.019317,-0.048898,-0.022224,0.571489,0.129767,0.171054,0.792177,-0.074629,0.886543,0.172165,0.423172,1.252356,0.010087,0.432722,2.748027,0.888325,3.120387,-0.000609,-0.019365,-0.018072,-0.001779,-0.013513,-0.002559,-0.000266,-0.003930,-0.007194,-0.007829,-0.054991,0.018846,0,0
1677190299248000,-0.056962,0.051846,0.276864,-0.115015,0.020155,-0.101151,0.095554,-0.007668,-0.093333,-0.016647,-0.082370,-0.011726,0.572039,0.130412,0.170140,0.791871,-0.074666,0.886156,0.172317,0.423913,1.254028,0.011886,0.431991,2.747207,0.889948,3.119746,-0.001727,-0.017994,-0.010879,-0.001502,-0.012792,-0.003559,0.001117,-0.010335,-0.003826,-0.007749,-0.054802,0.019515,0,0
1677190299268000,-0.196031,0.153251,0.355879,-0.147951,0.007533,-0.050356,0.076542,-0.113781,-0.087727,0.000171,-0.108659,-0.001532,0.572596,0.130199,0.168653,0.791821,-0.074500,0.885679,0.172384,0.424912,1.255248,0.013049,0.429278,2.746222,0.892042,3.118470,-0.005615,-0.014588,-0.002081,-0.001888,-0.012316,-0.003565,0.000355,-0.018683,0.001990,-0.006473,-0.054470,0.020041,0,0
1677190299287999,-0.189269,0.181248,0.043113,-0.102747,-0.047120,0.036663,0.095561,-0.140698,-0.067140,0.021626,-0.114855,0.001707,0.573499,0.129709,0.167133,0.791571,-0.074212,0.885204,0.172268,0.425998,1.257153,0.013647,0.426187,2.745557,0.894279,3.117039,-0.009358,-0.010615,0.000483,-0.001375,-0.012927,-0.001852,-0.002846,-0.021415,0.006395,-0.004216,-0.054487,0.018591,0,0
1677190299307999,0.049543,0.008947,-0.327283,-0.017693,-0.105564,0.022324,0.107543,-0.097817,-0.059411,0.018220,-0.095332,-0.005192,0.574577,0.129468,0.165955,0.791076,-0.074042,0.884816,0.172112,0.426894,1.259621,0.014132,0.423964,2.745265,0.896158,3.116127,-0.008316,-0.010081,-0.004340,0.000832,-0.014701,-0.000446,-0.004227,-0.016751,0.005183,-0.002927,-0.055655,0.015696,0,0
1677190299327999,0.223640,-0.098659,-0.685226,-0.061351,-0.206744,0.073398,0.106094,-0.077508,-0.055127,-0.004585,-0.062991,-0.012620,0.575762,0.129317,0.164961,0.790447,-0.074115,0.884509,0.172064,0.427538,1.262400,0.014482,0.422160,2.745121,0.897590,3.115928,-0.003783,-0.011694,-0.016304,0.002160,-0.018494,0.001962,-0.005005,-0.005055,-0.000287,0.000198,-0.058329,0.012407,0,0
1677190299347999,0.242934,-0.351745,-0.355169,0.067836,-0.080044,0.134294,0.082199,-0.060776,-0.047374,-0.027634,-0.038803,-0.005454,0.576577,0.129170,0.164186,0.790038,-0.074227,0.884274,0.172301,0.427909,1.264290,0.014767,0.420717,2.744348,0.898439,3.115630,0.001142,-0.018363,-0.021650,0.006064,-0.019747,0.005571,-0.002261,-0.000348,-0.008575,0.001882,-0.058141,0.007005,0,0
1677190299367999,0.174700,-0.022564,0.282833,0.030626,0.080878,0.048880,0.084496,-0.061971,-0.048634,-0.039615,-0.030355,0.012931,0.577193,0.129008,0.163402,0.789777,-0.074207,0.884076,0.172776,0.428129,1.265691,0.015147,0.419238,2.742792,0.898895,3.114738,0.004710,-0.018444,-0.014220,0.009217,-0.017776,0.007456,0.003526,-0.005438,-0.006725,0.001864,-0.055587,0.003940,0,0
1677190299388000,-0.063518,0.450867,0.418994,-0.303614,0.156623,-0.165067,0.117019,-0.084053,-0.046390,-0.025131,-0.032914,0.024924,0.578097,0.128805,0.162396,0.789357,-0.074021,0.883896,0.173167,0.428374,1.267768,0.015586,0.417352,2.741249,0.899333,3.113478,0.003518,-0.009052,-0.004055,0.005676,-0.014284,0.005047,0.005001,-0.012202,0.005033,0.002435,-0.053308,0.008926,0,0
1677190299408000,-0.078069,0.335418,0.118131,-0.469120,0.090550,-0.270660,0.097260,-0.070016,-0.036043,0.002720,-0.032850,0.024939,0.578927,0.128649,0.161559,0.788945,-0.073742,0.883765,0.173263,0.428654,1.269695,0.015932,0.415800,2.740430,0.899815,3.112349,0.002038,-0.001967,0.000105,-0.001183,-0.012109,0.000513,0.004113,-0.014501,0.012794,0.003865,-0.053087,0.017389,0,0
1677190299428000,-0.048712,0.168125,-0.170212,-0.441054,0.049114,-0.205592,0.026553,-0.014809,-0.042626,0.006838,-0.021121,0.020334,0.579188,0.128862,0.161074,0.788818,-0.073514,0.883681,0.173286,0.428858,1.270439,0.016714,0.415268,2.739938,0.900157,3.111522,0.001149,0.001776,-0.001492,-0.007489,-0.010757,-0.002732,0.001873,-0.012466,0.015642,0.006108,-0.053134,0.024463,0,0
1677190299448000,-0.052601,0.030873,-0.145499,-0.330700,-0.014383,-0.093222,-0.021520,0.025429,-0.064874,-0.013253,-0.005227,0.020130,0.578946,0.129443,0.160709,0.788975,-0.073406,0.883624,0.173467,0.428920,1.270159,0.018173,0.415372,2.739227,0.900238,3.110917,0.000184,0.002777,-0.002587,-0.011597,-0.010669,-0.003739,0.000042,-0.011657,0.016015,0.008959,-0.053479,0.028210,0,0
1677190299468000,-0.237908,-0.061772,-0.223206,-0.147574,0.047683,-0.027867,-0.032273,0.003318,-0.070895,-0.016506,0.004614,0.020286,0.578649,0.129949,0.160122,0.789229,-0.073303,0.883615,0.173710,0.428858,1.269703,0.019811,0.415018,2.738411,0.900049,3.110327,-0.004487,0.001926,-0.005230,-0.012052,-0.009334,-0.003449,-0.005595,-0.011506,0.014231,0.010129,-0.052106,0.028639,0,0
1677190299488000,-0.170634,0.046393,-0.119292,0.031518,0.073845,0.024100,-0.009297,-0.023629,-0.053060,0.003888,0.003413,0.006607,0.578579,0.130138,0.159518,0.789371,-0.073214,0.883639,0.173738,0.428811,1.269631,0.020869,0.414254,2.738241,0.899907,3.110073,-0.007813,0.003240,-0.005789,-0.008934,-0.007470,-0.002127,-0.009410,-0.012019,0.015103,0.009669,-0.049778,0.025793,0,0
1677190299508000,0.001209,0.072124,-0.084583,0.135015,-0.015637,0.075015,0.011105,-0.022844,-0.034881,0.016386,-0.009784,-0.014002,0.578700,0.130188,0.159089,0.789361,-0.073246,0.883619,0.173547,0.428924,1.269946,0.021403,0.413613,2.738776,0.900174,3.110349,-0.007704,0.005069,-0.005651,-0.003756,-0.007388,0.000207,-0.009857,-0.011611,0.016601,0.009149,-0.048683,0.020303,0,0
1677190299528000,0.129685,0.109176,0.186875,0.143198,-0.039366,0.036082,-0.020592,-0.031358,-0.026338,0.012740,-0.027160,-0.025808,0.578504,0.129995,0.158773,0.789600,-0.073374,0.883518,0.173334,0.429197,1.269366,0.021588,0.412854,2.739404,0.900831,3.110804,-0.005028,0.007639,-0.000083,0.001577,-0.007774,0.001757,-0.005913,-0.014701,0.020361,0.008073,-0.048301,0.015010,0,0
1677190299547999,0.210692,0.072983,0.255338,0.137814,0.033215,-0.002009,-0.076328,-0.025393,-0.020927,0.003435,-0.047887,-0.034232,0.577838,0.129689,0.158636,0.790166,-0.073564,0.883310,0.173209,0.429644,1.267585,0.021621,0.412239,2.739749,0.901891,3.111179,-0.000735,0.009486,0.006855,0.006792,-0.006701,0.002542,0.000119,-0.018538,0.023808,0.006085,-0.046841,0.010585,0,0
